Contract_ID,Close_Date,Sales_Region,Subscription_Tier,Acquisition_Channel,Churn_Risk,Monthly_Recurring_Rev,Customer_Acquisition_Cost,Expected_Lifespan_Months,Total_Contract_Value,Customer_Lifetime_Value,LTV_to_CAC_Ratio
9003843,2022-04-03,North America,Starter,Outbound Sales,High,106,3847,12,1272,1081.2,0.28
9009101,2022-04-04,North America,Team,Paid Ads,Medium,366,1479,26,9516,8088.599999999999,5.47
9009020,2022-04-04,EMEA,Enterprise,Inbound Organic,Low,4647,490,51,236997,201447.44999999998,411.12
9008829,2022-04-04,North America,Professional,Outbound Sales,Low,1238,4323,35,43330,36830.5,8.52
9007011,2022-04-04,North America,Starter,Outbound Sales,Low,94,4151,11,1034,878.9,0.21
9006669,2022-04-04,North America,Enterprise,Inbound Organic,Low,4568,464,54,246672,209671.19999999998,451.88
9006266,2022-04-04,North America,Team,Inbound Organic,High,419,598,23,9637,8191.45,13.7
9009963,2022-04-04,North America,Starter,Inbound Organic,Medium,102,520,11,1122,953.6999999999999,1.83
9000472,2022-04-04,North America,Starter,Inbound Organic,Low,95,541,11,1045,888.25,1.64
9007389,2022-04-04,APAC,Team,Inbound Organic,Low,372,454,21,7812,6640.2,14.63
9007968,2022-04-04,EMEA,Starter,Inbound Organic,Low,96,455,9,864,734.4,1.61
9003366,2022-04-04,EMEA,Professional,Partner Referral,Low,1191,912,28,33348,28345.8,31.08
9006075,2022-04-05,EMEA,Starter,Outbound Sales,Low,102,3287,13,1326,1127.1,0.34
9000138,2022-04-05,LATAM,Starter,Outbound Sales,Low,105,3900,10,1050,892.5,0.23
9000888,2022-04-05,North America,Professional,Paid Ads,Low,1194,1273,28,33432,28417.2,22.32
9007784,2022-04-05,APAC,Team,Inbound Organic,Low,370,463,28,10360,8806.0,19.02
9006789,2022-04-05,North America,Team,Paid Ads,Low,393,1170,19,7467,6346.95,5.42
9002980,2022-04-05,North America,Team,Partner Referral,Medium,397,912,17,6749,5736.65,6.29
9003156,2022-04-05,EMEA,Professional,Paid Ads,Medium,1271,1325,43,54653,46455.049999999996,35.06
9004540,2022-04-05,North America,Enterprise,Partner Referral,Low,4820,937,40,192800,163880.0,174.9
9007337,2022-04-05,North America,Team,Partner Referral,Low,412,806,29,11948,10155.8,12.6
9000833,2022-04-05,APAC,Team,Outbound Sales,Low,378,3749,23,8694,7389.9,1.97
9005082,2022-04-05,North America,Team,Inbound Organic,Low,367,563,20,7340,6239.0,11.08
9005147,2022-04-05,EMEA,Enterprise,Inbound Organic,Medium,4867,569,44,214148,182025.8,319.9
9002767,2022-04-05,North America,Starter,Outbound Sales,Low,107,4155,11,1177,1000.4499999999999,0.24
9005848,2022-04-05,North America,Professional,Inbound Organic,High,1273,569,33,42009,35707.65,62.76
9002488,2022-04-06,EMEA,Team,Inbound Organic,Low,370,613,20,7400,6290.0,10.26
9004854,2022-04-06,APAC,Starter,Partner Referral,Low,98,672,14,1372,1166.2,1.74
9002459,2022-04-06,APAC,Starter,Outbound Sales,High,92,2920,13,1196,1016.6,0.35
9006109,2022-04-06,North America,Team,Inbound Organic,Low,406,418,19,7714,6556.9,15.69
9007543,2022-04-06,EMEA,Starter,Inbound Organic,Medium,99,493,11,1089,925.65,1.88
9003839,2022-04-06,North America,Professional,Outbound Sales,Low,1109,3855,43,47687,40533.95,10.51
9003577,2022-04-06,LATAM,Starter,Paid Ads,Low,89,1459,8,712,605.1999999999999,0.41
9005995,2022-04-06,EMEA,Professional,Paid Ads,Low,1099,996,29,31871,27090.35,27.2
9007907,2022-04-06,North America,Professional,Partner Referral,Medium,1130,642,28,31640,26894.0,41.89
9001601,2022-04-06,North America,Team,Inbound Organic,Low,369,491,27,9963,8468.55,17.25
9008706,2022-04-06,EMEA,Team,Partner Referral,Low,383,970,22,8426,7162.099999999999,7.38
9006347,2022-04-06,LATAM,Enterprise,Paid Ads,Low,4427,1386,38,168226,142992.1,103.17
9006253,2022-04-06,North America,Enterprise,Inbound Organic,Low,4927,615,41,202007,171705.94999999998,279.2
9002022,2022-04-07,EMEA,Starter,Inbound Organic,Low,100,439,14,1400,1190.0,2.71
9008304,2022-04-07,EMEA,Team,Outbound Sales,Medium,417,3339,29,12093,10279.05,3.08
9007051,2022-04-07,APAC,Professional,Inbound Organic,Low,1223,449,44,53812,45740.2,101.87
9002255,2022-04-07,LATAM,Professional,Outbound Sales,Medium,1081,3712,37,39997,33997.45,9.16
9000441,2022-04-07,APAC,Team,Inbound Organic,Low,435,490,29,12615,10722.75,21.88
9003007,2022-04-07,EMEA,Professional,Inbound Organic,Low,1205,504,28,33740,28679.0,56.9
9005330,2022-04-07,EMEA,Enterprise,Inbound Organic,Low,4715,490,41,193315,164317.75,335.34
9009337,2022-04-07,EMEA,Professional,Partner Referral,Low,1234,868,25,30850,26222.5,30.21
9003463,2022-04-07,North America,Starter,Outbound Sales,Medium,89,2826,8,712,605.1999999999999,0.21
9009405,2022-04-07,North America,Team,Partner Referral,Low,426,868,19,8094,6879.9,7.93
9006900,2022-04-08,North America,Starter,Inbound Organic,Low,91,507,9,819,696.15,1.37
9002984,2022-04-08,North America,Professional,Inbound Organic,Medium,1318,467,32,42176,35849.6,76.77
9002499,2022-04-08,LATAM,Professional,Inbound Organic,Low,1305,594,42,54810,46588.5,78.43
9009654,2022-04-08,North America,Team,Paid Ads,Low,432,1150,23,9936,8445.6,7.34
9002880,2022-04-08,APAC,Enterprise,Paid Ads,Low,4183,1487,44,184052,156444.19999999998,105.21
9005215,2022-04-08,North America,Starter,Paid Ads,Low,107,1158,9,963,818.55,0.71
9005535,2022-04-08,North America,Team,Paid Ads,Low,431,1155,18,7758,6594.3,5.71
9002213,2022-04-08,APAC,Team,Paid Ads,High,436,979,22,9592,8153.2,8.33
9007787,2022-04-08,North America,Starter,Inbound Organic,Medium,97,403,14,1358,1154.3,2.86
9008772,2022-04-08,APAC,Professional,Outbound Sales,Low,1262,3618,34,42908,36471.799999999996,10.08
9005726,2022-04-08,APAC,Professional,Paid Ads,Low,1163,1233,44,51172,43496.2,35.28
9004138,2022-04-08,North America,Enterprise,Inbound Organic,Low,4947,581,50,247350,210247.5,361.87
9005460,2022-04-08,North America,Team,Inbound Organic,Low,426,564,19,8094,6879.9,12.2
9006479,2022-04-08,North America,Professional,Outbound Sales,Low,1111,3419,31,34441,29274.85,8.56
9007852,2022-04-08,North America,Professional,Paid Ads,Medium,1238,1039,30,37140,31569.0,30.38
9005564,2022-04-08,LATAM,Starter,Paid Ads,Low,101,1347,12,1212,1030.2,0.76
9003617,2022-04-09,North America,Team,Inbound Organic,Medium,429,555,28,12012,10210.199999999999,18.4
9006356,2022-04-09,North America,Starter,Outbound Sales,Low,94,3293,15,1410,1198.5,0.36
9002461,2022-04-09,APAC,Starter,Inbound Organic,Low,98,554,13,1274,1082.8999999999999,1.95
9009118,2022-04-09,North America,Team,Inbound Organic,Medium,435,555,20,8700,7395.0,13.32
9001935,2022-04-09,North America,Team,Outbound Sales,Medium,434,4227,24,10416,8853.6,2.09
9002472,2022-04-09,EMEA,Professional,Partner Referral,Low,1223,886,43,52589,44700.65,50.45
9007540,2022-04-09,North America,Starter,Partner Referral,Low,105,857,14,1470,1249.5,1.46
9000104,2022-04-09,LATAM,Enterprise,Outbound Sales,Medium,4221,3843,58,244818,208095.3,54.15
9001948,2022-04-09,North America,Professional,Inbound Organic,Low,1165,439,33,38445,32678.25,74.44
9007831,2022-04-09,LATAM,Starter,Outbound Sales,Low,92,3332,14,1288,1094.8,0.33
9006143,2022-04-09,LATAM,Starter,Inbound Organic,Low,97,617,12,1164,989.4,1.6
9004488,2022-04-09,North America,Professional,Outbound Sales,Low,1121,3128,44,49324,41925.4,13.4
9000682,2022-04-09,EMEA,Starter,Paid Ads,Low,90,1418,10,900,765.0,0.54
9001722,2022-04-09,North America,Team,Inbound Organic,Low,361,582,21,7581,6443.849999999999,11.07
9006525,2022-04-09,North America,Professional,Inbound Organic,Low,1134,577,40,45360,38556.0,66.82
9002935,2022-04-09,EMEA,Team,Paid Ads,Low,367,1357,19,6973,5927.05,4.37
9003858,2022-04-09,North America,Team,Outbound Sales,Low,416,3957,27,11232,9547.199999999999,2.41
9001769,2022-04-10,EMEA,Team,Inbound Organic,Low,373,566,25,9325,7926.25,14.0
9006139,2022-04-10,APAC,Team,Paid Ads,High,380,1075,20,7600,6460.0,6.01
9001979,2022-04-10,APAC,Starter,Inbound Organic,Low,95,501,8,760,646.0,1.29
9009897,2022-04-10,APAC,Team,Partner Referral,Medium,438,755,21,9198,7818.3,10.36
9000516,2022-04-10,North America,Starter,Paid Ads,Low,106,1341,12,1272,1081.2,0.81
9004728,2022-04-10,EMEA,Starter,Inbound Organic,High,106,569,8,848,720.8,1.27
9006504,2022-04-10,APAC,Professional,Partner Referral,Low,1200,933,25,30000,25500.0,27.33
9007755,2022-04-10,APAC,Team,Partner Referral,Low,380,943,26,9880,8398.0,8.91
9000378,2022-04-10,North America,Enterprise,Inbound Organic,Low,4564,469,34,155176,131899.6,281.24
9002968,2022-04-10,LATAM,Enterprise,Outbound Sales,Low,4253,2897,54,229662,195212.69999999998,67.38
9002132,2022-04-10,EMEA,Starter,Paid Ads,High,90,1035,15,1350,1147.5,1.11
9009711,2022-04-10,North America,Team,Partner Referral,High,428,709,22,9416,8003.599999999999,11.29
9002276,2022-04-10,LATAM,Professional,Outbound Sales,Low,1312,3831,25,32800,27880.0,7.28
9007913,2022-04-10,North America,Enterprise,Inbound Organic,High,4197,401,55,230835,196209.75,489.3
9004184,2022-04-11,LATAM,Professional,Paid Ads,Low,1088,1489,45,48960,41616.0,27.95
9009299,2022-04-11,APAC,Enterprise,Paid Ads,Low,4322,1010,56,242032,205727.19999999998,203.69
9008744,2022-04-11,EMEA,Starter,Inbound Organic,Medium,107,451,11,1177,1000.4499999999999,2.22
9001096,2022-04-11,EMEA,Enterprise,Paid Ads,Low,4644,1025,55,255420,217107.0,211.81
9009449,2022-04-11,North America,Professional,Partner Referral,Low,1104,872,38,41952,35659.2,40.89
9009100,2022-04-11,EMEA,Team,Outbound Sales,Low,375,3422,24,9000,7650.0,2.24
9008503,2022-04-11,LATAM,Starter,Inbound Organic,High,108,551,8,864,734.4,1.33
9009346,2022-04-11,APAC,Team,Outbound Sales,Low,374,3720,22,8228,6993.8,1.88
9008434,2022-04-11,EMEA,Team,Partner Referral,Low,394,744,21,8274,7032.9,9.45
9000852,2022-04-11,EMEA,Starter,Inbound Organic,Low,89,462,8,712,605.1999999999999,1.31
9001778,2022-04-11,LATAM,Enterprise,Inbound Organic,Low,4848,533,59,286032,243127.19999999998,456.15
9008686,2022-04-11,LATAM,Team,Outbound Sales,Low,421,3487,17,7157,6083.45,1.74
9005369,2022-04-11,APAC,Professional,Inbound Organic,Medium,1092,433,29,31668,26917.8,62.17
9004660,2022-04-12,North America,Professional,Inbound Organic,Low,1272,502,33,41976,35679.6,71.07
9002364,2022-04-12,North America,Professional,Paid Ads,High,1202,1364,31,37262,31672.7,23.22
9007250,2022-04-12,EMEA,Team,Paid Ads,Low,421,1425,30,12630,10735.5,7.53
9007950,2022-04-13,North America,Starter,Outbound Sales,Medium,98,3510,13,1274,1082.8999999999999,0.31
9004306,2022-04-13,LATAM,Enterprise,Partner Referral,Low,4909,857,55,269995,229495.75,267.79
9005757,2022-04-13,LATAM,Professional,Partner Referral,Low,1249,910,41,51209,43527.65,47.83
9000253,2022-04-13,North America,Starter,Paid Ads,Low,104,1086,14,1456,1237.6,1.14
9008463,2022-04-13,LATAM,Team,Outbound Sales,Low,361,4226,27,9747,8284.949999999999,1.96
9004733,2022-04-13,EMEA,Professional,Outbound Sales,Medium,1099,3303,31,34069,28958.649999999998,8.77
9001294,2022-04-13,North America,Starter,Inbound Organic,Low,101,440,13,1313,1116.05,2.54
9007790,2022-04-13,LATAM,Professional,Paid Ads,Low,1305,1494,42,54810,46588.5,31.18
9006331,2022-04-13,EMEA,Starter,Inbound Organic,Low,97,446,13,1261,1071.85,2.4
9007364,2022-04-13,North America,Team,Inbound Organic,Medium,395,451,25,9875,8393.75,18.61
9005174,2022-04-13,APAC,Starter,Inbound Organic,Medium,97,523,14,1358,1154.3,2.21
9005794,2022-04-13,North America,Professional,Paid Ads,Low,1094,1265,45,49230,41845.5,33.08
9000820,2022-04-13,EMEA,Professional,Outbound Sales,Low,1309,3729,28,36652,31154.2,8.35
9003150,2022-04-13,North America,Team,Partner Referral,Medium,432,721,26,11232,9547.199999999999,13.24
9007949,2022-04-13,North America,Professional,Partner Referral,Low,1318,924,32,42176,35849.6,38.8
9000480,2022-04-13,EMEA,Starter,Inbound Organic,Low,91,469,11,1001,850.85,1.81
9006775,2022-04-13,APAC,Professional,Paid Ads,Low,1106,1383,35,38710,32903.5,23.79
9005374,2022-04-13,North America,Team,Inbound Organic,Low,415,565,30,12450,10582.5,18.73
9005849,2022-04-14,North America,Professional,Inbound Organic,High,1193,487,45,53685,45632.25,93.7
9005395,2022-04-14,EMEA,Starter,Paid Ads,Medium,100,1301,8,800,680.0,0.52
9007031,2022-04-14,EMEA,Professional,Inbound Organic,Low,1280,525,30,38400,32640.0,62.17
9004537,2022-04-14,EMEA,Team,Paid Ads,Low,369,969,23,8487,7213.95,7.44
9009273,2022-04-14,EMEA,Starter,Outbound Sales,Low,92,3297,8,736,625.6,0.19
9007275,2022-04-14,EMEA,Team,Outbound Sales,Low,419,2978,26,10894,9259.9,3.11
9006743,2022-04-14,North America,Enterprise,Outbound Sales,Low,4768,3029,40,190720,162112.0,53.52
9008964,2022-04-14,North America,Team,Paid Ads,Low,398,1358,16,6368,5412.8,3.99
9002172,2022-04-14,LATAM,Team,Inbound Organic,Low,369,506,24,8856,7527.599999999999,14.88
9008473,2022-04-14,North America,Starter,Paid Ads,Medium,94,986,13,1222,1038.7,1.05
9002569,2022-04-14,North America,Professional,Paid Ads,High,1241,1058,41,50881,43248.85,40.88
9005452,2022-04-14,APAC,Team,Outbound Sales,Medium,432,3972,17,7344,6242.4,1.57
9004063,2022-04-14,North America,Starter,Outbound Sales,Medium,89,3554,14,1246,1059.1,0.3
9007122,2022-04-15,EMEA,Enterprise,Paid Ads,Low,4221,1397,47,198387,168628.94999999998,120.71
9009241,2022-04-15,APAC,Team,Inbound Organic,Low,436,549,21,9156,7782.599999999999,14.18
9003379,2022-04-15,APAC,Starter,Partner Referral,Medium,91,730,12,1092,928.1999999999999,1.27
9003678,2022-04-15,North America,Starter,Inbound Organic,Low,105,470,15,1575,1338.75,2.85
9004534,2022-04-15,EMEA,Starter,Outbound Sales,Low,98,2845,13,1274,1082.8999999999999,0.38
9001446,2022-04-15,North America,Starter,Inbound Organic,Low,107,468,10,1070,909.5,1.94
9005319,2022-04-15,EMEA,Team,Inbound Organic,Low,363,446,30,10890,9256.5,20.75
9000602,2022-04-15,EMEA,Professional,Partner Referral,Low,1298,802,37,48026,40822.1,50.9
9002723,2022-04-15,EMEA,Team,Partner Referral,Low,416,972,22,9152,7779.2,8.0
9007982,2022-04-15,APAC,Starter,Partner Referral,Medium,101,711,8,808,686.8,0.97
9001785,2022-04-15,EMEA,Starter,Inbound Organic,Low,97,458,11,1067,906.9499999999999,1.98
9009089,2022-04-15,North America,Enterprise,Inbound Organic,Low,4861,584,35,170135,144614.75,247.63
9008773,2022-04-15,North America,Starter,Outbound Sales,Low,89,4190,14,1246,1059.1,0.25
9006245,2022-04-15,EMEA,Professional,Paid Ads,Medium,1126,1059,36,40536,34455.6,32.54
9007207,2022-04-15,LATAM,Team,Outbound Sales,Low,388,3824,20,7760,6596.0,1.72
9005332,2022-04-15,North America,Starter,Outbound Sales,Low,96,3179,13,1248,1060.8,0.33
9004354,2022-04-15,North America,Enterprise,Outbound Sales,Low,4623,3446,43,198789,168970.65,49.03
9001509,2022-04-16,LATAM,Starter,Inbound Organic,Low,107,430,10,1070,909.5,2.12
9003856,2022-04-16,LATAM,Enterprise,Inbound Organic,High,4144,526,53,219632,186687.19999999998,354.92
9002931,2022-04-16,APAC,Starter,Paid Ads,Low,106,994,15,1590,1351.5,1.36
9005006,2022-04-16,LATAM,Team,Inbound Organic,Medium,361,555,23,8303,7057.55,12.72
9008914,2022-04-16,EMEA,Starter,Outbound Sales,Low,104,3682,13,1352,1149.2,0.31
9007142,2022-04-16,North America,Starter,Paid Ads,Low,94,1322,9,846,719.1,0.54
9002755,2022-04-16,EMEA,Team,Inbound Organic,Low,437,405,21,9177,7800.45,19.26
9001486,2022-04-16,LATAM,Starter,Inbound Organic,Low,93,497,10,930,790.5,1.59
9004157,2022-04-16,North America,Enterprise,Outbound Sales,Low,4586,3779,33,151338,128637.3,34.04
9004173,2022-04-16,North America,Professional,Inbound Organic,Medium,1236,569,31,38316,32568.6,57.24
9006979,2022-04-16,LATAM,Team,Inbound Organic,Low,411,459,17,6987,5938.95,12.94
9004770,2022-04-16,APAC,Team,Inbound Organic,Medium,383,437,17,6511,5534.349999999999,12.66
9008997,2022-04-17,North America,Team,Partner Referral,Low,410,851,17,6970,5924.5,6.96
9007704,2022-04-17,North America,Team,Paid Ads,Low,401,1288,27,10827,9202.949999999999,7.15
9009575,2022-04-17,EMEA,Starter,Inbound Organic,Low,104,493,14,1456,1237.6,2.51
9005151,2022-04-17,EMEA,Professional,Partner Referral,Low,1122,872,25,28050,23842.5,27.34
9002824,2022-04-17,North America,Starter,Inbound Organic,Low,92,547,14,1288,1094.8,2.0
9009184,2022-04-17,North America,Starter,Inbound Organic,Low,100,539,9,900,765.0,1.42
9008446,2022-04-17,North America,Starter,Partner Referral,Low,95,913,10,950,807.5,0.88
9002502,2022-04-17,North America,Professional,Paid Ads,Low,1292,1477,42,54264,46124.4,31.23
9009429,2022-04-17,EMEA,Starter,Inbound Organic,Low,94,615,14,1316,1118.6,1.82
9005606,2022-04-17,North America,Team,Paid Ads,High,362,1394,21,7602,6461.7,4.64
9007802,2022-04-17,North America,Starter,Inbound Organic,Medium,106,505,12,1272,1081.2,2.14
9000845,2022-04-18,North America,Starter,Paid Ads,Low,98,1012,12,1176,999.6,0.99
9002750,2022-04-18,North America,Professional,Inbound Organic,Low,1203,563,31,37293,31699.05,56.3
9004985,2022-04-18,EMEA,Professional,Outbound Sales,Low,1255,3456,46,57730,49070.5,14.2
9006351,2022-04-18,North America,Team,Partner Referral,Low,371,693,19,7049,5991.65,8.65
9007722,2022-04-18,North America,Team,Partner Referral,Low,420,681,20,8400,7140.0,10.48
9000237,2022-04-18,North America,Team,Paid Ads,Low,434,1469,28,12152,10329.199999999999,7.03
9005736,2022-04-18,APAC,Enterprise,Outbound Sales,Low,4604,3099,45,207180,176103.0,56.83
9002834,2022-04-18,EMEA,Starter,Inbound Organic,High,91,443,10,910,773.5,1.75
9001488,2022-04-18,North America,Enterprise,Paid Ads,Low,4512,1479,61,275232,233947.19999999998,158.18
9005115,2022-04-18,North America,Starter,Inbound Organic,Low,99,503,13,1287,1093.95,2.17
9001151,2022-04-18,EMEA,Team,Paid Ads,Medium,404,1047,22,8888,7554.8,7.22
9005160,2022-04-18,North America,Professional,Partner Referral,Medium,1135,695,32,36320,30872.0,44.42
9003436,2022-04-18,North America,Professional,Paid Ads,Medium,1128,1419,35,39480,33558.0,23.65
9008851,2022-04-18,North America,Starter,Partner Referral,Low,99,965,9,891,757.35,0.78
9000676,2022-04-18,APAC,Team,Inbound Organic,Low,397,419,24,9528,8098.8,19.33
9008592,2022-04-18,North America,Starter,Outbound Sales,Low,96,4239,9,864,734.4,0.17
9002028,2022-04-18,EMEA,Team,Partner Referral,Low,371,746,23,8533,7253.05,9.72
9003755,2022-04-19,EMEA,Starter,Inbound Organic,Medium,104,543,8,832,707.1999999999999,1.3
9000150,2022-04-19,EMEA,Starter,Partner Referral,Low,98,688,14,1372,1166.2,1.7
9007548,2022-04-19,EMEA,Professional,Inbound Organic,Low,1269,457,36,45684,38831.4,84.97
9009362,2022-04-19,APAC,Starter,Partner Referral,High,106,849,12,1272,1081.2,1.27
9003773,2022-04-19,North America,Professional,Inbound Organic,Low,1279,612,25,31975,27178.75,44.41
9001548,2022-04-19,North America,Professional,Inbound Organic,Low,1276,611,43,54868,46637.799999999996,76.33
9003854,2022-04-19,EMEA,Starter,Paid Ads,Low,108,1347,15,1620,1377.0,1.02
9005785,2022-04-19,North America,Starter,Outbound Sales,Low,96,3993,13,1248,1060.8,0.27
9007743,2022-04-19,APAC,Professional,Paid Ads,Low,1104,1166,39,43056,36597.6,31.39
9000631,2022-04-19,EMEA,Enterprise,Outbound Sales,Low,4055,3726,58,235190,199911.5,53.65
9008385,2022-04-19,APAC,Team,Outbound Sales,High,413,3401,19,7847,6669.95,1.96
9009662,2022-04-19,North America,Team,Partner Referral,Low,430,773,18,7740,6579.0,8.51
9001775,2022-04-19,North America,Professional,Outbound Sales,Low,1255,3668,44,55220,46937.0,12.8
9005146,2022-04-19,North America,Team,Outbound Sales,Low,428,4355,19,8132,6912.2,1.59
9004246,2022-04-19,North America,Starter,Outbound Sales,Medium,108,4186,13,1404,1193.3999999999999,0.29
9007845,2022-04-19,North America,Team,Paid Ads,Low,390,1409,17,6630,5635.5,4.0
9004677,2022-04-19,EMEA,Professional,Paid Ads,High,1181,1462,31,36611,31119.35,21.29
9003519,2022-04-19,APAC,Team,Outbound Sales,Medium,360,2997,19,6840,5814.0,1.94
9009622,2022-04-19,North America,Starter,Inbound Organic,Low,94,485,13,1222,1038.7,2.14
9001875,2022-04-20,North America,Starter,Inbound Organic,Medium,93,526,9,837,711.4499999999999,1.35
9008683,2022-04-20,EMEA,Team,Inbound Organic,Medium,381,479,17,6477,5505.45,11.49
9008684,2022-04-20,North America,Professional,Inbound Organic,Medium,1318,438,35,46130,39210.5,89.52
9008785,2022-04-20,North America,Starter,Partner Referral,Low,106,668,14,1484,1261.3999999999999,1.89
9001963,2022-04-20,North America,Team,Paid Ads,Low,438,1294,23,10074,8562.9,6.62
9008251,2022-04-20,North America,Team,Outbound Sales,Low,416,4353,17,7072,6011.2,1.38
9000739,2022-04-20,North America,Starter,Inbound Organic,Low,101,599,11,1111,944.35,1.58
9004926,2022-04-20,North America,Starter,Paid Ads,Low,103,1359,15,1545,1313.25,0.97
9006578,2022-04-20,APAC,Team,Inbound Organic,Low,372,553,29,10788,9169.8,16.58
9002631,2022-04-20,North America,Starter,Partner Referral,Low,103,674,14,1442,1225.7,1.82
9007298,2022-04-20,LATAM,Enterprise,Partner Referral,Low,4793,763,50,239650,203702.5,266.98
9006878,2022-04-20,North America,Team,Inbound Organic,High,396,462,28,11088,9424.8,20.4
9000665,2022-04-20,EMEA,Team,Outbound Sales,High,398,3960,22,8756,7442.599999999999,1.88
9003479,2022-04-20,North America,Team,Outbound Sales,Low,434,4344,18,7812,6640.2,1.53
9002801,2022-04-20,EMEA,Professional,Outbound Sales,Low,1138,4282,31,35278,29986.3,7.0
9006344,2022-04-20,EMEA,Starter,Inbound Organic,Low,102,466,10,1020,867.0,1.86
9004673,2022-04-20,APAC,Professional,Outbound Sales,High,1293,3910,33,42669,36268.65,9.28
9007176,2022-04-20,EMEA,Professional,Inbound Organic,Medium,1249,584,29,36221,30787.85,52.72
9008862,2022-04-21,APAC,Starter,Partner Referral,Low,89,676,15,1335,1134.75,1.68
9005470,2022-04-21,North America,Starter,Inbound Organic,Low,91,464,14,1274,1082.8999999999999,2.33
9009644,2022-04-21,North America,Starter,Outbound Sales,Low,103,3319,8,824,700.4,0.21
9003147,2022-04-21,EMEA,Team,Outbound Sales,Low,431,3259,30,12930,10990.5,3.37
9009066,2022-04-21,EMEA,Team,Outbound Sales,Medium,430,3554,30,12900,10965.0,3.09
9001179,2022-04-21,North America,Starter,Inbound Organic,High,94,619,11,1034,878.9,1.42
9005227,2022-04-21,North America,Starter,Paid Ads,Low,91,1349,10,910,773.5,0.57
9009049,2022-04-21,APAC,Professional,Inbound Organic,Medium,1246,429,46,57316,48718.6,113.56
9007659,2022-04-21,North America,Professional,Inbound Organic,Medium,1240,456,41,50840,43214.0,94.77
9003714,2022-04-21,LATAM,Team,Paid Ads,Low,391,1205,19,7429,6314.65,5.24
9003437,2022-04-21,EMEA,Starter,Inbound Organic,High,89,591,9,801,680.85,1.15
9005285,2022-04-21,North America,Team,Paid Ads,Low,385,1396,30,11550,9817.5,7.03
9001753,2022-04-21,LATAM,Starter,Paid Ads,Low,98,1039,11,1078,916.3,0.88
9005972,2022-04-21,EMEA,Enterprise,Paid Ads,Medium,4772,1064,35,167020,141967.0,133.43
9003378,2022-04-21,APAC,Team,Inbound Organic,Low,439,473,18,7902,6716.7,14.2
9009211,2022-04-21,LATAM,Starter,Inbound Organic,Low,93,476,12,1116,948.6,1.99
9006295,2022-04-22,EMEA,Enterprise,Partner Referral,High,4196,854,52,218192,185463.19999999998,217.17
9006959,2022-04-22,EMEA,Starter,Outbound Sales,Low,96,3220,11,1056,897.6,0.28
9002218,2022-04-22,North America,Team,Inbound Organic,Low,432,484,29,12528,10648.8,22.0
9009729,2022-04-22,North America,Team,Paid Ads,Medium,427,1371,30,12810,10888.5,7.94
9008780,2022-04-22,EMEA,Starter,Outbound Sales,Low,89,3558,12,1068,907.8,0.26
9001397,2022-04-22,North America,Enterprise,Partner Referral,Low,4758,911,43,204594,173904.9,190.89
9006315,2022-04-22,North America,Starter,Inbound Organic,Low,91,404,15,1365,1160.25,2.87
9002293,2022-04-23,North America,Professional,Inbound Organic,Low,1250,412,30,37500,31875.0,77.37
9005958,2022-04-23,North America,Team,Paid Ads,Low,377,1209,24,9048,7690.8,6.36
9002447,2022-04-23,LATAM,Professional,Inbound Organic,Low,1227,479,46,56442,47975.7,100.16
9005184,2022-04-23,EMEA,Starter,Inbound Organic,Low,107,615,12,1284,1091.3999999999999,1.77
9004402,2022-04-23,EMEA,Team,Inbound Organic,Low,376,594,18,6768,5752.8,9.68
9006048,2022-04-23,LATAM,Professional,Outbound Sales,Low,1085,4119,45,48825,41501.25,10.08
9003370,2022-04-23,EMEA,Starter,Inbound Organic,Low,92,477,14,1288,1094.8,2.3
9001696,2022-04-23,EMEA,Starter,Paid Ads,Low,89,1109,13,1157,983.4499999999999,0.89
9000066,2022-04-23,North America,Team,Partner Referral,Low,370,683,25,9250,7862.5,11.51
9009735,2022-04-23,North America,Starter,Paid Ads,Low,104,1205,12,1248,1060.8,0.88
9004417,2022-04-23,North America,Team,Inbound Organic,Low,432,518,25,10800,9180.0,17.72
9004763,2022-04-23,EMEA,Team,Paid Ads,High,378,1476,28,10584,8996.4,6.1
9006791,2022-04-23,LATAM,Starter,Partner Referral,High,98,756,8,784,666.4,0.88
9004976,2022-04-24,EMEA,Starter,Inbound Organic,Low,101,435,10,1010,858.5,1.97
9001351,2022-04-24,EMEA,Professional,Outbound Sales,Low,1185,2865,38,45030,38275.5,13.36
9000369,2022-04-24,EMEA,Team,Inbound Organic,Low,437,584,21,9177,7800.45,13.36
9007515,2022-04-24,APAC,Team,Inbound Organic,Low,385,621,21,8085,6872.25,11.07
9006017,2022-04-24,EMEA,Professional,Inbound Organic,Low,1198,405,35,41930,35640.5,88.0
9008748,2022-04-24,EMEA,Professional,Paid Ads,Low,1111,1177,36,39996,33996.6,28.88
9009174,2022-04-24,APAC,Team,Paid Ads,Low,390,1159,19,7410,6298.5,5.43
9002320,2022-04-24,North America,Starter,Paid Ads,Medium,107,1022,13,1391,1182.35,1.16
9002418,2022-04-24,EMEA,Professional,Outbound Sales,Low,1114,4038,43,47902,40716.7,10.08
9005799,2022-04-24,North America,Professional,Inbound Organic,Low,1163,495,41,47683,40530.549999999996,81.88
9008818,2022-04-24,APAC,Team,Paid Ads,Low,403,1088,22,8866,7536.099999999999,6.93
9006683,2022-04-24,EMEA,Professional,Partner Referral,Low,1303,858,36,46908,39871.799999999996,46.47
